shop,date,weather,temperature,customers
253,2017-02-16,sunny,10,743
254,2017-02-16,cloudy,6,977
255,2017-02-16,rainy,11,994
256,2017-02-16,sunny,2,1104
257,2017-02-16,cloudy,4,879
258,2017-02-16,rainy,6,1194
259,2017-02-16,sunny,3,904
260,2017-02-16,rainy,15,870
261,2017-02-16,cloudy,15,980
262,2017-02-16,sunny,5,628
263,2017-02-16,rainy,7,1145
264,2017-02-16,rainy,12,981
265,2017-02-16,rainy,5,425
266,2017-02-16,rainy,9,697
267,2017-02-16,rainy,3,1153
268,2017-02-16,rainy,9,1003
269,2017-02-16,cloudy,6,896
270,2017-02-16,rainy,13,882
271,2017-02-16,sunny,7,982
272,2017-02-16,cloudy,11,869
273,2017-02-16,sunny,10,1052
274,2017-02-16,cloudy,7,693
275,2017-02-16,sunny,11,864
276,2017-02-16,sunny,7,896
277,2017-02-16,sunny,5,920
278,2017-02-16,cloudy,5,1068
279,2017-02-16,cloudy,6,663
280,2017-02-16,cloudy,5,642
281,2017-02-16,sunny,3,1124
282,2017-02-16,rainy,7,887
283,2017-02-16,rainy,13,821
284,2017-02-16,rainy,6,1141
285,2017-02-16,sunny,6,836
286,2017-02-16,sunny,9,1156
287,2017-02-16,rainy,8,889
288,2017-02-16,rainy,3,951
289,2017-02-16,cloudy,8,1138
290,2017-02-16,cloudy,12,705
291,2017-02-16,sunny,6,603
292,2017-02-16,cloudy,0,724
293,2017-02-16,rainy,11,1336
294,2017-02-16,sunny,5,766
295,2017-02-16,cloudy,11,792
296,2017-02-16,cloudy,11,1109
297,2017-02-16,cloudy,11,1008
298,2017-02-16,sunny,1,975
299,2017-02-16,rainy,11,725
300,2017-02-16,rainy,10,674
301,2017-02-16,sunny,9,1104
302,2017-02-16,rainy,13,935
303,2017-02-16,rainy,12,1010
304,2017-02-16,rainy,7,695
305,2017-02-16,sunny,6,1217
306,2017-02-16,sunny,10,889
307,2017-02-16,stormy,12,805
308,2017-02-16,rainy,6,356
309,2017-02-16,rainy,8,906
310,2017-02-16,sunny,4,783
311,2017-02-16,sunny,9,748
312,2017-02-16,cloudy,10,631
313,2017-02-16,sunny,8,1354
314,2017-02-16,sunny,10,993
315,2017-02-16,sunny,10,821
316,2017-02-16,rainy,4,860
317,2017-02-16,cloudy,10,543
318,2017-02-16,cloudy,4,985
319,2017-02-16,rainy,11,721
320,2017-02-16,rainy,11,785
321,2017-02-16,rainy,9,1010
322,2017-02-16,rainy,12,713
323,2017-02-16,cloudy,8,939
324,2017-02-16,rainy,6,1437
325,2017-02-16,rainy,6,994
326,2017-02-16,rainy,8,885
327,2017-02-16,cloudy,10,856
328,2017-02-16,rainy,10,873
329,2017-02-16,sunny,3,1176
330,2017-02-16,rainy,8,804
331,2017-02-16,rainy,10,803
332,2017-02-16,stormy,3,850
333,2017-02-16,rainy,8,1370
334,2017-02-16,cloudy,6,928
335,2017-02-16,stormy,13,815
336,2017-02-16,cloudy,12,1109
337,2017-02-16,rainy,12,752
338,2017-02-16,sunny,9,788
339,2017-02-16,stormy,9,797
340,2017-02-16,rainy,6,1278
341,2017-02-16,cloudy,4,1049
342,2017-02-16,stormy,5,669
343,2017-02-16,cloudy,14,1119
344,2017-02-16,rainy,8,501
345,2017-02-16,rainy,9,837
346,2017-02-16,cloudy,8,793
347,2017-02-16,rainy,6,975
348,2017-02-16,rainy,13,810
349,2017-02-16,cloudy,8,797
350,2017-02-16,rainy,3,864
351,2017-02-16,cloudy,12,899
352,2017-02-16,rainy,9,499
353,2017-02-16,sunny,10,1123
354,2017-02-16,rainy,6,859
355,2017-02-16,rainy,8,502
356,2017-02-16,rainy,6,922
357,2017-02-16,rainy,11,1189
358,2017-02-16,cloudy,7,1022
359,2017-02-16,rainy,5,1137
360,2017-02-16,rainy,12,904
361,2017-02-16,cloudy,13,915
362,2017-02-16,rainy,8,867
363,2017-02-16,sunny,13,1209
364,2017-02-16,rainy,10,945
365,2017-02-16,sunny,2,825
366,2017-02-16,rainy,7,579
367,2017-02-16,rainy,7,794
368,2017-02-16,rainy,10,920
369,2017-02-16,cloudy,1,837
370,2017-02-16,rainy,13,871
371,2017-02-16,stormy,11,585
372,2017-02-16,stormy,10,767
373,2017-02-16,rainy,7,992
374,2017-02-16,sunny,13,1109
375,2017-02-16,cloudy,7,1101
376,2017-02-16,rainy,4,715
377,2017-02-16,rainy,4,711
378,2017-02-16,sunny,4,698
379,2017-02-16,rainy,12,874
380,2017-02-16,cloudy,1,856
381,2017-02-16,cloudy,10,744
382,2017-02-16,cloudy,9,1050
383,2017-02-16,cloudy,14,1159
384,2017-02-16,cloudy,7,850
385,2017-02-16,cloudy,6,850
386,2017-02-16,rainy,10,1252
387,2017-02-16,stormy,9,814
388,2017-02-16,rainy,10,1095
389,2017-02-16,cloudy,6,757
390,2017-02-16,stormy,14,838
391,2017-02-16,rainy,5,1110
392,2017-02-16,stormy,9,996
393,2017-02-16,rainy,9,649
394,2017-02-16,cloudy,6,946
395,2017-02-16,rainy,3,588
396,2017-02-16,rainy,7,931
397,2017-02-16,rainy,3,988
398,2017-02-16,sunny,10,1039
399,2017-02-16,cloudy,15,915
400,2017-02-16,stormy,9,493
401,2017-02-16,cloudy,8,626
402,2017-02-16,rainy,6,889
403,2017-02-16,rainy,11,1013
404,2017-02-16,sunny,11,1084
405,2017-02-16,cloudy,8,807
406,2017-02-16,cloudy,11,791
407,2017-02-16,rainy,5,1021
408,2017-02-16,cloudy,7,808
409,2017-02-16,cloudy,11,780
410,2017-02-16,rainy,6,644
411,2017-02-16,rainy,12,942
412,2017-02-16,rainy,3,844
413,2017-02-16,sunny,10,719
414,2017-02-16,rainy,13,783
415,2017-02-16,sunny,8,1148
416,2017-02-16,rainy,8,816
417,2017-02-16,rainy,13,753
418,2017-02-16,rainy,7,1025
419,2017-02-16,cloudy,8,690
420,2017-02-16,cloudy,6,1060
421,2017-02-16,rainy,13,1043
422,2017-02-16,cloudy,4,890
423,2017-02-16,cloudy,5,891
424,2017-02-16,stormy,8,957
425,2017-02-16,rainy,9,653
426,2017-02-16,cloudy,13,1050
427,2017-02-16,rainy,8,906
428,2017-02-16,cloudy,7,566
429,2017-02-16,sunny,12,1135
430,2017-02-16,cloudy,6,1057
431,2017-02-16,cloudy,6,796
432,2017-02-16,rainy,9,1096
433,2017-02-16,rainy,7,687
434,2017-02-16,cloudy,14,888
435,2017-02-16,rainy,5,1150
436,2017-02-16,sunny,10,894
437,2017-02-16,cloudy,4,1182
438,2017-02-16,sunny,8,1141
439,2017-02-16,sunny,3,670
440,2017-02-16,sunny,6,1033
441,2017-02-16,cloudy,14,787
442,2017-02-16,rainy,13,1106
443,2017-02-16,cloudy,13,831
444,2017-02-16,cloudy,6,520
445,2017-02-16,sunny,4,1283
446,2017-02-16,cloudy,7,731
447,2017-02-16,rainy,5,1074
448,2017-02-16,sunny,12,836
449,2017-02-16,sunny,5,904
450,2017-02-16,sunny,11,992
451,2017-02-16,cloudy,4,1064
452,2017-02-16,sunny,10,1166
453,2017-02-16,rainy,13,932
454,2017-02-16,rainy,4,1060
455,2017-02-16,cloudy,15,715
456,2017-02-16,sunny,9,843
457,2017-02-16,sunny,7,986
458,2017-02-16,cloudy,9,1007
459,2017-02-16,sunny,14,926
460,2017-02-16,rainy,10,778
461,2017-02-16,sunny,9,710
462,2017-02-16,sunny,10,990
463,2017-02-16,sunny,3,1122
464,2017-02-16,cloudy,13,427
465,2017-02-16,cloudy,0,1324
466,2017-02-16,rainy,4,788
467,2017-02-16,rainy,5,636
468,2017-02-16,sunny,8,1017
469,2017-02-16,sunny,10,708
470,2017-02-16,stormy,3,671
471,2017-02-16,cloudy,8,916
472,2017-02-16,rainy,4,694
473,2017-02-16,rainy,7,920
474,2017-02-16,cloudy,10,869
475,2017-02-16,cloudy,14,639
476,2017-02-16,sunny,8,1237
477,2017-02-16,sunny,4,807
478,2017-02-16,sunny,12,908
479,2017-02-16,sunny,8,1328
480,2017-02-16,sunny,13,939
481,2017-02-16,rainy,6,880
482,2017-02-16,sunny,4,623
483,2017-02-16,sunny,0,784
484,2017-02-16,sunny,11,905
485,2017-02-16,rainy,12,944
486,2017-02-16,rainy,4,636
487,2017-02-16,rainy,10,1173
488,2017-02-16,rainy,8,766
489,2017-02-16,sunny,10,1020
490,2017-02-16,cloudy,10,837
491,2017-02-16,rainy,12,779
492,2017-02-16,rainy,10,515
493,2017-02-16,cloudy,9,695
494,2017-02-16,stormy,9,1017
495,2017-02-16,cloudy,9,505
496,2017-02-16,sunny,11,1090
497,2017-02-16,rainy,4,916
498,2017-02-16,stormy,11,986
499,2017-02-16,rainy,9,685
500,2017-02-16,cloudy,7,1308
501,2017-02-16,rainy,8,1043
502,2017-02-16,cloudy,4,969
503,2017-02-16,rainy,6,1074
504,2017-02-16,cloudy,9,1162
505,2017-02-16,rainy,5,1111
506,2017-02-16,sunny,8,1049
507,2017-02-16,sunny,12,567
508,2017-02-16,sunny,2,1051
509,2017-02-16,cloudy,7,1069
510,2017-02-16,stormy,11,738
511,2017-02-16,cloudy,9,1096
512,2017-02-16,rainy,5,836
513,2017-02-16,sunny,11,846
514,2017-02-16,cloudy,13,810
515,2017-02-16,rainy,5,943
516,2017-02-16,rainy,6,861
517,2017-02-16,rainy,8,1034
518,2017-02-16,rainy,11,1050
519,2017-02-16,rainy,7,1179
520,2017-02-16,cloudy,12,814
521,2017-02-16,cloudy,8,962
522,2017-02-16,sunny,8,763
523,2017-02-16,rainy,2,1057
524,2017-02-16,rainy,11,834
525,2017-02-16,rainy,8,1254
526,2017-02-16,rainy,7,701
527,2017-02-16,stormy,14,1100
528,2017-02-16,sunny,4,736
529,2017-02-16,stormy,12,943
530,2017-02-16,sunny,8,649
531,2017-02-16,rainy,12,716
532,2017-02-16,cloudy,7,566
533,2017-02-16,rainy,13,758
534,2017-02-16,cloudy,8,750
535,2017-02-16,rainy,16,980
536,2017-02-16,rainy,4,740
537,2017-02-16,cloudy,10,793
538,2017-02-16,sunny,12,926
539,2017-02-16,sunny,10,686
540,2017-02-16,rainy,12,838
541,2017-02-16,sunny,11,794
542,2017-02-16,cloudy,8,840
543,2017-02-16,sunny,11,928
544,2017-02-16,rainy,11,749
545,2017-02-16,sunny,4,586
546,2017-02-16,rainy,10,859
547,2017-02-16,sunny,8,1359
548,2017-02-16,sunny,9,990
549,2017-02-16,rainy,4,1085
550,2017-02-16,sunny,7,1176
551,2017-02-16,rainy,6,1033
552,2017-02-16,sunny,11,986
553,2017-02-16,rainy,8,1008
554,2017-02-16,sunny,4,562
555,2017-02-16,sunny,2,1195
556,2017-02-16,cloudy,9,883
557,2017-02-16,sunny,12,1106
558,2017-02-16,cloudy,11,796
559,2017-02-16,cloudy,15,1091
560,2017-02-16,rainy,8,1123
561,2017-02-16,cloudy,16,832
562,2017-02-16,sunny,2,732
563,2017-02-16,sunny,6,846
564,2017-02-16,rainy,10,766
565,2017-02-16,sunny,9,900
566,2017-02-16,cloudy,5,944
567,2017-02-16,rainy,3,957
568,2017-02-16,sunny,9,1152
569,2017-02-16,rainy,6,840
570,2017-02-16,sunny,4,752
571,2017-02-16,rainy,11,932
572,2017-02-16,rainy,5,1001
573,2017-02-16,stormy,10,718
574,2017-02-16,cloudy,11,940
575,2017-02-16,cloudy,5,594
576,2017-02-16,sunny,12,1243
577,2017-02-16,sunny,10,946
578,2017-02-16,sunny,9,880
579,2017-02-16,cloudy,14,825
580,2017-02-16,rainy,9,1066
581,2017-02-16,rainy,8,761
582,2017-02-16,cloudy,9,880
583,2017-02-16,rainy,11,1063
584,2017-02-16,sunny,11,811
585,2017-02-16,sunny,7,900
586,2017-02-16,rainy,4,949
587,2017-02-16,cloudy,12,847
588,2017-02-16,sunny,11,784
589,2017-02-16,rainy,4,307
590,2017-02-16,sunny,9,854
591,2017-02-16,cloudy,12,1109
592,2017-02-16,rainy,12,648
593,2017-02-16,rainy,15,1038
594,2017-02-16,sunny,13,817
595,2017-02-16,stormy,12,979
596,2017-02-16,cloudy,5,1028
597,2017-02-16,sunny,3,809
598,2017-02-16,sunny,8,796
599,2017-02-16,rainy,12,1124
600,2017-02-16,rainy,3,906
601,2017-02-16,rainy,5,718
602,2017-02-16,cloudy,11,941
603,2017-02-16,sunny,8,946
604,2017-02-16,rainy,5,608
605,2017-02-16,cloudy,15,1000
606,2017-02-16,cloudy,8,740
607,2017-02-16,rainy,7,967
608,2017-02-16,rainy,4,1134
609,2017-02-16,rainy,8,1165
610,2017-02-16,rainy,12,870
611,2017-02-16,rainy,2,957
612,2017-02-16,cloudy,5,925
613,2017-02-16,rainy,15,616
614,2017-02-16,rainy,13,1035
615,2017-02-16,rainy,8,782
616,2017-02-16,cloudy,4,800
617,2017-02-16,sunny,15,800
618,2017-02-16,rainy,9,483
0,2017-02-17,rainy,11,984
1,2017-02-17,sunny,7,1237
2,2017-02-17,cloudy,3,997
3,2017-02-17,rainy,8,483
4,2017-02-17,sunny,9,1240
5,2017-02-17,cloudy,12,695
6,2017-02-17,rainy,5,1145
7,2017-02-17,cloudy,7,769
8,2017-02-17,sunny,11,749
9,2017-02-17,sunny,8,1142
10,2017-02-17,cloudy,7,1058
11,2017-02-17,rainy,5,438
12,2017-02-17,rainy,8,917
13,2017-02-17,cloudy,6,550
14,2017-02-17,sunny,11,1446
15,2017-02-17,sunny,9,1208
16,2017-02-17,cloudy,4,1511
17,2017-02-17,sunny,8,718
18,2017-02-17,rainy,3,1100
19,2017-02-17,sunny,8,976
20,2017-02-17,sunny,10,972
21,2017-02-17,stormy,5,385
22,2017-02-17,rainy,7,1047
23,2017-02-17,stormy,6,978
24,2017-02-17,cloudy,14,1026
25,2017-02-17,cloudy,10,608
26,2017-02-17,stormy,12,1275
27,2017-02-17,cloudy,4,1199
28,2017-02-17,rainy,4,1141
29,2017-02-17,cloudy,4,526
30,2017-02-17,cloudy,10,1498
31,2017-02-17,cloudy,3,900
32,2017-02-17,stormy,10,752
33,2017-02-17,sunny,9,909
34,2017-02-17,cloudy,3,1193
35,2017-02-17,rainy,9,811
36,2017-02-17,sunny,8,1359
37,2017-02-17,stormy,11,1142
38,2017-02-17,rainy,12,937
39,2017-02-17,cloudy,3,1171
40,2017-02-17,stormy,5,1078
41,2017-02-17,rainy,8,1261
42,2017-02-17,sunny,10,1365
43,2017-02-17,sunny,5,979
44,2017-02-17,sunny,10,972
45,2017-02-17,cloudy,6,1255
46,2017-02-17,sunny,7,1351
47,2017-02-17,sunny,8,1003
48,2017-02-17,cloudy,7,959
49,2017-02-17,rainy,6,870
50,2017-02-17,sunny,6,1348
51,2017-02-17,rainy,6,704
52,2017-02-17,rainy,6,1157
53,2017-02-17,cloudy,4,870
54,2017-02-17,cloudy,7,601
55,2017-02-17,stormy,11,1127
56,2017-02-17,stormy,7,664
57,2017-02-17,cloudy,7,947
58,2017-02-17,sunny,4,1103
59,2017-02-17,cloudy,11,1188
60,2017-02-17,cloudy,9,849
61,2017-02-17,sunny,8,1792
62,2017-02-17,stormy,8,1008
63,2017-02-17,rainy,10,1013
64,2017-02-17,cloudy,11,1239
65,2017-02-17,rainy,5,892
66,2017-02-17,rainy,4,801
67,2017-02-17,rainy,7,712
68,2017-02-17,cloudy,10,1272
69,2017-02-17,sunny,10,733
70,2017-02-17,cloudy,7,1073
71,2017-02-17,sunny,6,1351
72,2017-02-17,rainy,5,906
73,2017-02-17,rainy,10,1240
74,2017-02-17,stormy,6,1539
75,2017-02-17,sunny,7,1332
76,2017-02-17,rainy,4,848
77,2017-02-17,rainy,10,1235
78,2017-02-17,rainy,8,1226
79,2017-02-17,cloudy,11,1109
80,2017-02-17,stormy,3,430
81,2017-02-17,rainy,10,1496
82,2017-02-17,cloudy,9,698
83,2017-02-17,stormy,7,1059
84,2017-02-17,cloudy,6,812
85,2017-02-17,stormy,11,890
86,2017-02-17,rainy,10,920
87,2017-02-17,sunny,6,1010
88,2017-02-17,cloudy,11,1284
89,2017-02-17,rainy,9,1157
90,2017-02-17,cloudy,13,1021
91,2017-02-17,rainy,2,714
92,2017-02-17,cloudy,11,1198
93,2017-02-17,cloudy,14,1248
94,2017-02-17,cloudy,7,931
95,2017-02-17,cloudy,2,1247
96,2017-02-17,stormy,9,755
97,2017-02-17,sunny,8,1115
98,2017-02-17,sunny,7,814
99,2017-02-17,rainy,7,1210
100,2017-02-17,cloudy,13,1148
101,2017-02-17,stormy,9,1205
102,2017-02-17,rainy,9,873
103,2017-02-17,sunny,8,894
104,2017-02-17,rainy,8,875
105,2017-02-17,rainy,8,1009
106,2017-02-17,stormy,11,1508
107,2017-02-17,cloudy,11,827
108,2017-02-17,stormy,9,886
109,2017-02-17,cloudy,7,1334
110,2017-02-17,sunny,5,1104
111,2017-02-17,rainy,10,1078
112,2017-02-17,rainy,4,853
113,2017-02-17,stormy,8,982
114,2017-02-17,rainy,8,1109
115,2017-02-17,sunny,11,980
116,2017-02-17,rainy,9,763
117,2017-02-17,stormy,5,475
118,2017-02-17,stormy,9,731
119,2017-02-17,stormy,1,1138
120,2017-02-17,cloudy,11,1211
121,2017-02-17,stormy,4,990
122,2017-02-17,rainy,10,1340
123,2017-02-17,rainy,5,1255
124,2017-02-17,stormy,9,876
125,2017-02-17,stormy,2,1063
126,2017-02-17,cloudy,4,1260
127,2017-02-17,sunny,10,1001
128,2017-02-17,sunny,7,956
129,2017-02-17,sunny,9,1257
130,2017-02-17,stormy,5,663
131,2017-02-17,stormy,12,826
132,2017-02-17,stormy,14,1141
133,2017-02-17,stormy,6,1347
134,2017-02-17,cloudy,3,763
135,2017-02-17,rainy,8,1346
136,2017-02-17,cloudy,12,915
137,2017-02-17,cloudy,12,1117
138,2017-02-17,cloudy,-2,1391
139,2017-02-17,cloudy,8,1214
140,2017-02-17,cloudy,6,1369
141,2017-02-17,stormy,4,982
142,2017-02-17,cloudy,6,1158
143,2017-02-17,stormy,3,1286
144,2017-02-17,cloudy,9,996
145,2017-02-17,stormy,7,714
146,2017-02-17,sunny,8,1126
147,2017-02-17,sunny,10,739
148,2017-02-17,rainy,11,1153
149,2017-02-17,stormy,9,1449
150,2017-02-17,rainy,4,1311
151,2017-02-17,sunny,10,1495
152,2017-02-17,cloudy,10,1557
153,2017-02-17,stormy,8,898
154,2017-02-17,stormy,5,935
155,2017-02-17,rainy,9,848
156,2017-02-17,sunny,8,948
157,2017-02-17,rainy,12,851
158,2017-02-17,sunny,8,906
159,2017-02-17,rainy,7,1581
160,2017-02-17,stormy,12,1265
161,2017-02-17,stormy,7,851
162,2017-02-17,rainy,10,866
163,2017-02-17,rainy,8,1177
164,2017-02-17,stormy,10,1018
165,2017-02-17,rainy,8,961
166,2017-02-17,rainy,8,964
167,2017-02-17,sunny,8,1030
168,2017-02-17,rainy,9,974
169,2017-02-17,cloudy,5,822
170,2017-02-17,cloudy,5,916
171,2017-02-17,cloudy,9,1389
172,2017-02-17,rainy,8,837
173,2017-02-17,sunny,8,1077
174,2017-02-17,cloudy,8,1604
175,2017-02-17,cloudy,3,941
176,2017-02-17,sunny,11,1172
177,2017-02-17,sunny,10,1285
178,2017-02-17,sunny,6,812
179,2017-02-17,rainy,10,828
180,2017-02-17,stormy,11,903
181,2017-02-17,stormy,6,801
182,2017-02-17,stormy,12,949
183,2017-02-17,cloudy,10,842
184,2017-02-17,rainy,5,1090
185,2017-02-17,rainy,4,776
186,2017-02-17,rainy,11,693
187,2017-02-17,cloudy,2,1037
188,2017-02-17,rainy,8,841
189,2017-02-17,cloudy,11,1112
190,2017-02-17,stormy,11,1144
191,2017-02-17,rainy,11,602
192,2017-02-17,cloudy,6,1048
193,2017-02-17,cloudy,7,987
194,2017-02-17,rainy,10,1008
195,2017-02-17,stormy,15,874
196,2017-02-17,rainy,9,1686
197,2017-02-17,sunny,6,1018
198,2017-02-17,stormy,7,1442
199,2017-02-17,cloudy,5,1456
200,2017-02-17,cloudy,7,1515
201,2017-02-17,rainy,7,1120
202,2017-02-17,stormy,10,1321
203,2017-02-17,rainy,11,995
204,2017-02-17,cloudy,12,958
205,2017-02-17,sunny,9,1192
206,2017-02-17,rainy,14,1062
207,2017-02-17,sunny,9,828
208,2017-02-17,rainy,6,966
209,2017-02-17,stormy,11,922
210,2017-02-17,sunny,7,881
211,2017-02-17,cloudy,5,602
212,2017-02-17,cloudy,6,1410
213,2017-02-17,sunny,8,1257
214,2017-02-17,cloudy,9,1135
215,2017-02-17,sunny,9,1052
216,2017-02-17,rainy,12,766
217,2017-02-17,stormy,0,815
218,2017-02-17,rainy,6,669
219,2017-02-17,cloudy,11,952
220,2017-02-17,sunny,6,1145
221,2017-02-17,stormy,0,951
222,2017-02-17,cloudy,9,922
223,2017-02-17,cloudy,4,941
224,2017-02-17,sunny,10,717
225,2017-02-17,rainy,10,1442
226,2017-02-17,sunny,5,1081
227,2017-02-17,rainy,12,1191
228,2017-02-17,rainy,6,1218
229,2017-02-17,stormy,-1,1206
230,2017-02-17,stormy,14,657
231,2017-02-17,rainy,10,973
232,2017-02-17,stormy,5,856
233,2017-02-17,cloudy,10,1774
234,2017-02-17,sunny,4,936
235,2017-02-17,sunny,7,710
236,2017-02-17,rainy,4,1222
237,2017-02-17,rainy,12,1332
238,2017-02-17,sunny,10,1765
239,2017-02-17,cloudy,9,1275
240,2017-02-17,sunny,9,843
241,2017-02-17,sunny,7,801
242,2017-02-17,cloudy,5,1061
243,2017-02-17,rainy,13,1149
244,2017-02-17,cloudy,7,1396
245,2017-02-17,rainy,11,930
246,2017-02-17,cloudy,1,862
247,2017-02-17,rainy,7,1199
248,2017-02-17,stormy,10,1214
249,2017-02-17,sunny,4,931
250,2017-02-17,sunny,10,806
251,2017-02-17,sunny,6,1192
252,2017-02-17,sunny,11,748
253,2017-02-17,cloudy,10,820
254,2017-02-17,sunny,9,1195
255,2017-02-17,stormy,10,1108
256,2017-02-17,cloudy,2,1247
257,2017-02-17,stormy,7,954
258,2017-02-17,cloudy,8,1423
259,2017-02-17,cloudy,4,1078
260,2017-02-17,rainy,13,984
261,2017-02-17,stormy,11,1091
262,2017-02-17,cloudy,3,741
263,2017-02-17,sunny,5,1364
264,2017-02-17,stormy,12,1070
265,2017-02-17,sunny,5,589
266,2017-02-17,stormy,11,793
267,2017-02-17,cloudy,5,1394
268,2017-02-17,rainy,10,1172
269,2017-02-17,stormy,5,955
270,2017-02-17,rainy,13,1013
271,2017-02-17,rainy,9,1098
272,2017-02-17,stormy,16,916
273,2017-02-17,sunny,9,1211
274,2017-02-17,cloudy,9,824
275,2017-02-17,cloudy,9,976
276,2017-02-17,rainy,10,958
277,2017-02-17,cloudy,4,1089
278,2017-02-17,cloudy,7,1222
279,2017-02-17,cloudy,8,790
280,2017-02-17,cloudy,7,684
281,2017-02-17,cloudy,1,1247
282,2017-02-17,rainy,7,991
283,2017-02-17,stormy,9,905
284,2017-02-17,rainy,7,1351
285,2017-02-17,cloudy,1,904
286,2017-02-17,sunny,13,1367
287,2017-02-17,rainy,7,1012
288,2017-02-17,rainy,5,1113
289,2017-02-17,sunny,8,1339
290,2017-02-17,cloudy,9,871
291,2017-02-17,sunny,5,727
292,2017-02-17,stormy,2,756
293,2017-02-17,rainy,14,1552
294,2017-02-17,cloudy,6,903
295,2017-02-17,cloudy,11,977
296,2017-02-17,sunny,9,1279
297,2017-02-17,cloudy,12,1180
298,2017-02-17,cloudy,4,1088
299,2017-02-17,rainy,7,765
300,2017-02-17,cloudy,6,826
301,2017-02-17,sunny,9,1266
302,2017-02-17,stormy,7,1042
303,2017-02-17,rainy,14,1216
304,2017-02-17,rainy,10,859
305,2017-02-17,cloudy,5,1393
306,2017-02-17,rainy,11,942
307,2017-02-17,rainy,8,927
308,2017-02-17,rainy,7,401
309,2017-02-17,rainy,9,1078
310,2017-02-17,cloudy,4,889
311,2017-02-17,rainy,7,822
312,2017-02-17,cloudy,6,721
313,2017-02-17,cloudy,8,1574
314,2017-02-17,cloudy,8,1072
315,2017-02-17,cloudy,9,939
316,2017-02-17,cloudy,8,1014
317,2017-02-17,rainy,5,635
318,2017-02-17,stormy,3,1018
319,2017-02-17,stormy,9,782
320,2017-02-17,rainy,12,935
321,2017-02-17,cloudy,5,1240
322,2017-02-17,sunny,8,930
323,2017-02-17,stormy,10,1009
324,2017-02-17,rainy,7,1664
325,2017-02-17,rainy,6,1162
326,2017-02-17,cloudy,7,1066
327,2017-02-17,cloudy,11,1024
328,2017-02-17,rainy,7,989
329,2017-02-17,cloudy,0,1357
330,2017-02-17,rainy,7,949
331,2017-02-17,cloudy,6,991
332,2017-02-17,rainy,5,1049
333,2017-02-17,sunny,9,1619
334,2017-02-17,cloudy,5,1034
335,2017-02-17,rainy,10,977
336,2017-02-17,cloudy,13,1310
337,2017-02-17,sunny,10,913
338,2017-02-17,sunny,8,898
339,2017-02-17,rainy,11,971
340,2017-02-17,sunny,10,1597
341,2017-02-17,stormy,6,1103
342,2017-02-17,rainy,1,832
343,2017-02-17,stormy,9,1200
344,2017-02-17,cloudy,10,598
345,2017-02-17,rainy,8,987
346,2017-02-17,cloudy,5,948
347,2017-02-17,sunny,7,1142
348,2017-02-17,stormy,12,880
349,2017-02-17,cloudy,9,952
350,2017-02-17,sunny,5,1087
351,2017-02-17,cloudy,12,1066
352,2017-02-17,rainy,6,567
353,2017-02-17,sunny,9,1288
354,2017-02-17,stormy,3,913
355,2017-02-17,sunny,10,662
356,2017-02-17,cloudy,5,1120
357,2017-02-17,stormy,13,1360
358,2017-02-17,cloudy,7,1209
359,2017-02-17,rainy,11,1373
360,2017-02-17,rainy,9,1079
361,2017-02-17,stormy,11,979
362,2017-02-17,cloudy,4,983
363,2017-02-17,rainy,10,1363
364,2017-02-17,stormy,11,1070
365,2017-02-17,cloudy,3,944
366,2017-02-17,rainy,7,654
367,2017-02-17,rainy,7,924
368,2017-02-17,stormy,11,1050
369,2017-02-17,stormy,3,867
370,2017-02-17,stormy,11,1013
371,2017-02-17,rainy,9,747
372,2017-02-17,rainy,8,988
373,2017-02-17,rainy,11,1172
374,2017-02-17,rainy,11,1223
375,2017-02-17,cloudy,9,1262
376,2017-02-17,rainy,4,840
377,2017-02-17,rainy,5,805
378,2017-02-17,cloudy,1,790
379,2017-02-17,rainy,11,1035
380,2017-02-17,stormy,4,901
381,2017-02-17,cloudy,12,823
382,2017-02-17,sunny,9,1315
383,2017-02-17,stormy,12,1251
384,2017-02-17,cloudy,9,1018
385,2017-02-17,cloudy,7,987
386,2017-02-17,sunny,8,1508
387,2017-02-17,rainy,11,982
388,2017-02-17,rainy,8,1294
389,2017-02-17,cloudy,6,878
390,2017-02-17,rainy,7,968
391,2017-02-17,rainy,9,1284
392,2017-02-17,rainy,9,1204
393,2017-02-17,rainy,4,748
394,2017-02-17,stormy,4,980
395,2017-02-17,rainy,8,714
396,2017-02-17,rainy,6,1043
397,2017-02-17,rainy,6,1115
398,2017-02-17,rainy,10,1159
399,2017-02-17,cloudy,11,1080
400,2017-02-17,rainy,11,554
401,2017-02-17,sunny,7,782
402,2017-02-17,stormy,9,985
403,2017-02-17,stormy,9,1109
404,2017-02-17,cloudy,10,1238
405,2017-02-17,cloudy,6,946
406,2017-02-17,cloudy,8,949
407,2017-02-17,rainy,5,1165
408,2017-02-17,sunny,7,989
409,2017-02-17,cloudy,11,941
410,2017-02-17,rainy,7,751
411,2017-02-17,rainy,9,1105
412,2017-02-17,sunny,6,1047
413,2017-02-17,sunny,6,829
414,2017-02-17,stormy,10,873
415,2017-02-17,sunny,8,1345
416,2017-02-17,sunny,6,1028
417,2017-02-17,rainy,13,905
418,2017-02-17,rainy,9,1152
419,2017-02-17,cloudy,7,813
420,2017-02-17,stormy,5,1160
421,2017-02-17,stormy,12,1202
422,2017-02-17,stormy,7,960
423,2017-02-17,cloudy,5,1084
